mass,tof (us),Combined
0,0.1916,4.11E-07
0,0.1918,2.05E-07
0,0.192,7.19E-07
0,0.1922,4.11E-07
0,0.1924,6.16E-07
0,0.1926,4.11E-07
0,0.1928,6.16E-07
0,0.193,7.19E-07
0,0.1932,-3.25E-05
0,0.1934,1.03E-06
0,0.1936,8.22E-07
0,0.1938,1.54E-06
0,0.194,8.22E-07
0,0.1942,3.08E-07
0,0.1944,2.05E-07
0,0.1946,5.14E-07
0,0.1948,9.25E-07
0,0.195,7.19E-07
0,0.1952,9.25E-07
0,0.1954,4.11E-07
0,0.1956,1.03E-06
0,0.1958,7.19E-07
0,0.196,6.16E-07
0,0.1962,4.11E-07
0,0.1964,3.08E-07
0,0.1966,2.05E-07
0,0.1968,7.19E-07
0,0.197,4.11E-07
0,0.1972,7.19E-07
0,0.1974,8.22E-07
0,0.1976,9.25E-07
0,0.1978,6.16E-07
0,0.198,8.22E-07
0,0.1982,5.14E-07
0,0.1984,5.14E-07
0,0.1986,7.19E-07
0,0.1988,5.14E-07
0,0.199,9.25E-07
0,0.1992,4.11E-07
0,0.1994,1.03E-07
0,0.1996,6.16E-07
0,0.1998,1.03E-06
0,0.2,7.19E-07
0,0.2002,1.34E-06
0,0.2004,7.19E-07
0,0.2006,6.16E-07
0,0.2008,8.22E-07
0,0.201,9.25E-07
0,0.2012,3.08E-07
