mass,tof (us),Combined
0,0.1804,1.17E-06
0,0.1806,3.92E-07
0,0.1808,0.00E+00
0,0.181,0.00E+00
0,0.1812,0.00E+00
0,0.1814,3.92E-07
0,0.1816,7.83E-07
0,0.1818,7.83E-07
0,0.182,3.92E-07
0,0.1822,1.17E-06
0,0.1824,3.92E-07
0,0.1826,0.00E+00
0,0.1828,0.00E+00
0,0.183,0.00E+00
0,0.1832,0.00E+00
0,0.1834,3.92E-07
0,0.1836,1.17E-06
0,0.1838,0.00E+00
0,0.184,7.83E-07
0,0.1842,3.92E-07
0,0.1844,3.92E-07
0,0.1846,0.00E+00
0,0.1848,3.92E-07
0,0.185,7.83E-07
0,0.1852,0.00E+00
0,0.1854,0.00E+00
0,0.1856,0.00E+00
0,0.1858,7.83E-07
0,0.186,7.83E-07
0,0.1862,3.92E-07
0,0.1864,7.83E-07
0,0.1866,7.83E-07
0,0.1868,3.92E-07
0,0.187,0.00E+00
0,0.1872,3.92E-07
0,0.1874,3.92E-07
0,0.1876,3.92E-07
0,0.1878,7.83E-07
0,0.188,3.92E-07
0,0.1882,0.00E+00
0,0.1884,3.92E-07
0,0.1886,3.92E-07
0,0.1888,3.92E-07
0,0.189,7.83E-07
0,0.1892,0.00E+00
0,0.1894,3.92E-07
0,0.1896,3.92E-07
0,0.1898,3.92E-07
0,0.19,0.00E+00
0,0.1902,1.57E-06
0,0.1904,7.83E-07
0,0.1906,7.83E-07
0,0.1908,3.92E-07
0,0.191,3.92E-07
0,0.1912,3.92E-07
0,0.1914,0.00E+00
0,0.1916,3.92E-07
0,0.1918,7.83E-07
0,0.192,7.83E-07
0,0.1922,3.92E-07
0,0.1924,0.00E+00
0,0.1926,0.00E+00
0,0.1928,0.00E+00
0,0.193,0.00E+00
0,0.1932,3.92E-07
0,0.1934,0.00E+00
0,0.1936,0.00E+00
0,0.1938,0.00E+00
0,0.194,0.00E+00
0,0.1942,3.92E-07
0,0.1944,1.17E-06
0,0.1946,0.00E+00
0,0.1948,3.92E-07
0,0.195,0.00E+00
0,0.1952,0.00E+00
0,0.1954,7.83E-07
0,0.1956,0.00E+00
0,0.1958,3.92E-07
0,0.196,7.83E-07
0,0.1962,3.92E-07
0,0.1964,3.92E-07
0,0.1966,1.17E-06
0,0.1968,0.00E+00
0,0.197,1.57E-06
0,0.1972,7.83E-07
0,0.1974,7.83E-07
0,0.1976,1.17E-06
0,0.1978,3.92E-07
0,0.198,3.92E-07
0,0.1982,1.17E-06
0,0.1984,0.00E+00
0,0.1986,0.00E+00
0,0.1988,1.17E-06
0,0.199,3.92E-07
0,0.1992,7.83E-07
0,0.1994,3.92E-07
0,0.1996,3.92E-07
0,0.1998,1.57E-06
0,0.2,7.83E-07
0,0.2002,0.00E+00
0,0.2004,7.83E-07
0,0.2006,3.92E-07
0,0.2008,7.83E-07
0,0.201,1.57E-06
0,0.2012,7.83E-07
0,0.2014,3.92E-07
0,0.2016,1.17E-06
